Token	POS-Tag	OOV	Id	Index	Documento
.	PUNCT	0	14	42	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após	ADP	0	14	43	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	14	44	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apito	NOUN	1	14	45	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
final	ADJ	0	14	46	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
,	PUNCT	0	14	47	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	14	48	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
resultado	NOUN	0	14	49	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
teve	VERB	0	14	50	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
impacto	NOUN	0	14	51	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
direto	ADJ	0	14	52	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
na	ADP	0	14	53	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
classificação	NOUN	0	14	54	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
da	ADP	0	14	55	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
competição	NOUN	0	14	56	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	14	57	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Atlético	PROPN	0	15	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Mineiro	PROPN	0	15	1	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
enfrentou	VERB	0	15	2	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	3	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Bahia	PROPN	0	15	4	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
em	ADP	0	15	5	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
uma	DET	0	15	6	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
partida	NOUN	0	15	7	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
importante	ADJ	0	15	8	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
do	ADP	0	15	9	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
campeonato	NOUN	0	15	10	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	15	11	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A	DET	0	15	12	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
equipe	NOUN	0	15	13	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
demonstrou	VERB	0	15	14	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
organização	NOUN	0	15	15	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
tática	ADJ	0	15	16	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	15	17	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
criou	VERB	0	15	18	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
boas	ADJ	0	15	19	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
oportunidades	NOUN	0	15	20	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
de	ADP	0	15	21	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
gol	NOUN	0	15	22	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	15	23	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	24	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
jogo	NOUN	0	15	25	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	15	26	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os	DET	0	15	27	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
torcedores	NOUN	0	15	28	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
acompanharam	VERB	1	15	29	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	30	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
confronto	NOUN	0	15	31	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
com	ADP	0	15	32	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
grande	ADJ	0	15	33	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
expectativa	NOUN	0	15	34	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	15	35	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apoiaram	VERB	0	15	36	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	37	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
time	NOUN	0	15	38	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	15	39	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
os	DET	0	15	40	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
noventa	NUM	1	15	41	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
minutos	NOUN	0	15	42	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	15	43	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após	ADP	0	15	44	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	45	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apito	NOUN	1	15	46	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
final	ADJ	0	15	47	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
,	PUNCT	0	15	48	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	15	49	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
resultado	NOUN	0	15	50	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
teve	VERB	0	15	51	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
impacto	NOUN	0	15	52	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
direto	ADJ	0	15	53	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
na	ADP	0	15	54	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
classificação	NOUN	0	15	55	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
da	ADP	0	15	56	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
competição	NOUN	0	15	57	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	15	58	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Fluminense	PROPN	0	16	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
enfrentou	VERB	0	16	1	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	16	2	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Botafogo	PROPN	0	16	3	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
em	ADP	0	16	4	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
uma	DET	0	16	5	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
partida	NOUN	0	16	6	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
importante	ADJ	0	16	7	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
do	ADP	0	16	8	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
campeonato	NOUN	0	16	9	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	16	10	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A	DET	0	16	11	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
equipe	NOUN	0	16	12	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
demonstrou	VERB	0	16	13	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
organização	NOUN	0	16	14	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
tática	ADJ	0	16	15	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	16	16	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
criou	VERB	0	16	17	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
boas	ADJ	0	16	18	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
oportunidades	NOUN	0	16	19	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
de	ADP	0	16	20	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
